//===============================================================\\
//                _____                                          ||
//               /  __ \                                         ||
//               | /  \/_ __ ___  _ __  _   _ ___                ||
//               | |   | '__/ _ \| '_ \| | | / __|               ||
//               | \__/\ | | (_) | | | | |_| \__ \               ||
//                \____/_|  \___/|_| |_|\__,_|___/               ||
//                     DB Cast -> Pré-Renewal                    ||
//===============================================================||
// Banco de Dados Temporal das Habilidades                       ||
//===============================================================//
// Estrutura do banco de 0
// SkillID,TempoConjuracao,AfterCastActDelay,AfterCastWalkDelay,Duracao1,Duracao2,Cool Down
//== 0
// 0 Tempo para lançar esta habilidade, em milissegundos.
// 0 Atraso "normal",o personagem não pode usar habilidades,em milésimos de segundo.
// 0 Tempo necessário para que o personagem possa mover-se novamente, em milésimos de segundo.
// Duracao1 / 0 Geralmente, o tempo ultilizado pela habilidade, em alguns casos é usado para salvar dados especiais.
// Cool 0 Tempo necessário até que o personagem possa voltar a usar essa habilidade, em milésimos de segundo.
//== Extra
// Em todos os campos você pode usar 0 como delimitador de valores específicos do nível,
// - Exemplo usando SM_PROVOKE
// - 0,0,0,0,30000,0,1000
// - 0,0,0,0,30000,0,0
// - Faz no nível 1 ter 1000 (1s) cool down, lvl 2 2500 (2.5s), lvl 3 3000, e assim por diante.
//==========================================

//===== Tyr ================================
//-- KN_PIERCE
56,0,0,0,0,0,12000
//-- RK_ENCHANTBLADE
2001,0,0,0,60000,60000,10000
//-- LK_AURABLADE
355,0,0,0,40000,40000,8000
//-- RK_HUNDREDSPEAR
2004,0,0,0,0,0,90000
//==========================================

//===== Swordman ===========================
//-- SM_PROVOKE
6,0,0,0,0,0,0
//-- SM_MAGNUM
7,0,0,0,0,0,0
//-- SM_ENDURE
8,0,0,0,0,0,0
//==========================================

//===== Mage ===============================
//-- MG_SIGHT
10,0,0,0,0,0,0
//-- MG_NAPALMBEAT
11,0,0,0,0,0,0
//-- MG_SAFETYWALL
12,0,0,0,0,0,0
//-- MG_SOULSTRIKE
13,0,0,0,0,0,0
//-- MG_COLDBOLT
14,0,0,0,0,0,0
//-- MG_FROSTDRIVER
15,0,0,0,0,0,0
//-- MG_STONECURSE
16,0,0,0,0,0,0
//-- MG_FIREBALL
17,0,0,0,0,0,0
//-- MG_FIREWALL
18,0,0,0,0,0,0
//-- MG_FIREBOLT
19,0,0,0,0,0,0
//-- MG_LIGHTNINGBOLT
20,0,0,0,0,0,0
//-- MG_THUNDERSTORM
21,0,0,0,0,0,0
//==========================================

//===== Acolyte ============================
//-- AL_RUWACH
24,0,0,0,0,0,0
//-- AL_PNEUMA
25,0,0,0,0,0,0
//-- AL_TELEPORT
26,0,0,0,0,0,0
//-- AL_WARP
27,0,0,0,0,0,0
//-- AL_HEAL
28,0,0,0,0,0,0
//-- AL_INCAGI
29,0,0,0,0,0,0
//-- AL_DECAGI
30,0,0,0,0,0,0
//-- AL_HOLYWATER
31,0,0,0,0,0,0
//-- AL_CRUCIS
32,0,0,0,0,0,0
//-- AL ANGELUS
33,0,0,0,0,0,0
//-- AL_BLESSING
34,0,0,0,0,0,0
//-- AL_CURE
35,0,0,0,0,0,0
//==========================================

//===== Archer =============================
//-- AC_CONCENTRATION
45,0,0,0,0,0,0
//-- AC_DOUBLE
46,0,0,0,0,0,0
//-- AC_SHOWER
47,0,0,0,0,0,0
//==========================================

//===== Thief ==============================
//-- TF_HIDING
51,0,0,0,0,0,0
//-- TF_POISON
52,0,0,0,0,0,0
//==========================================

//===== First planned to be shared =========
//-- ALL_RESURRECTION
54,0,0,0,0,0,0
//==========================================

//===== Knight =============================
//-- KN_BRANDISHSPEAR
57,0,0,0,0,0,0

//-- KN_SPEARBOOMERANG
59,0,0,0,0,0,0
//-- KN_TWOHANDQUICKEN
60,0,0,0,0,0,0
//-- KN_AUTOCOUNTER
61,0,0,0,0,0,0
//-- KN_BOWLINGBASH
